# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = finite_mixture_model
# start_datetime = 2025-08-06 02:53:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 50
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmpfhbldy6n/c80bfik9.json
# init = 2 (Default)
# random
#   seed = 66806
# output
#   file = /home/cph/y/mcmc-monitor/examples/example-output/finite-mixture-1/finite-mixture-20250806105328_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=finite-mixture.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,Theta.1,Theta.2
-1076.51,0.973573,0.0462034,4,31,0,1081.55,4.03249,1.50474,3.66698,3.21528,0.491212,0.508788
-1074.46,0.955845,0.0462034,5,63,0,1079.09,3.74949,0.143743,3.70065,2.14428,0.755523,0.244477
-1073.86,0.995001,0.0462034,4,19,0,1076.59,3.84227,0.121526,3.51256,1.85374,0.734789,0.265211
-1077.47,0.991618,0.0462034,4,31,0,1077.99,2.47762,0.500266,3.89675,1.75152,0.762164,0.237836
-1078.19,0.903468,0.0462034,3,7,0,1079.41,2.43412,0.515713,3.58733,1.99973,0.774481,0.225519
-1075.63,0.961791,0.0462034,5,31,0,1079.52,4.10541,0.340064,3.30594,2.58455,0.440906,0.559094
-1073.21,0.893523,0.0462034,6,95,0,1078.51,6.64617,0.97997,2.85369,2.57217,0.229589,0.770411
-1070.99,0.880131,0.0462034,3,7,0,1074.66,6.72578,1.08927,2.42936,2.56655,0.24258,0.75742
-1073.09,0.845261,0.0462034,4,15,0,1074.56,6.9305,1.51286,2.46195,2.6445,0.242023,0.757977
-1071.5,0.998761,0.0462034,4,31,0,1074.29,6.81907,0.981978,2.54815,2.49866,0.24966,0.75034
-1071.91,0.982458,0.0462034,5,47,0,1073.38,7.74377,1.4828,2.01786,2.72607,0.160748,0.839252
-1073.39,0.979724,0.0462034,3,7,0,1074.08,7.61465,1.30412,1.7907,2.7642,0.162155,0.837845
-1074.75,0.89266,0.0462034,4,15,0,1077.56,7.91573,1.93386,1.74131,3.10411,0.117933,0.882067
-1074.02,0.994261,0.0462034,3,15,0,1076.17,8.00395,1.42894,2.25515,2.97548,0.129972,0.870028
-1076.22,0.968845,0.0462034,4,15,0,1078.52,8.08431,2.00273,2.20674,2.92009,0.167403,0.832597
-1073.7,0.975213,0.0462034,4,15,0,1079.28,8.06983,1.46981,2.42993,2.90761,0.166955,0.833045
-1074.39,0.990605,0.0462034,4,15,0,1076.38,8.18611,1.46193,2.07981,2.79406,0.202333,0.797667
-1072.53,0.980837,0.0462034,5,47,0,1077.36,7.51691,1.35555,1.96564,2.67959,0.163057,0.836943
-1072.74,0.931265,0.0462034,4,15,0,1076.23,7.65086,1.39288,2.06563,2.791,0.217629,0.782371
-1074.75,0.814575,0.0462034,4,15,0,1076.63,7.71119,1.3079,2.10174,2.6998,0.132657,0.867343
-1072.63,0.947348,0.0462034,6,95,0,1077.68,5.1301,0.210514,2.82567,2.35977,0.50842,0.49158
-1073.07,0.97636,0.0462034,6,75,0,1075.11,3.38294,0.526387,3.80045,2.48809,0.649331,0.350669
-1072.88,0.980238,0.0462034,5,63,0,1074.33,4.43598,0.215591,3.34675,2.06357,0.504361,0.495639
-1072.16,0.954543,0.0462034,3,7,0,1074.92,4.557,0.292298,3.11099,2.57945,0.483278,0.516722
-1072.51,0.978234,0.0462034,5,59,0,1073.28,3.82522,0.367996,3.41899,2.61824,0.580573,0.419427
-1076.44,0.789708,0.0462034,2,7,0,1080.94,3.70882,0.295077,3.33422,1.99571,0.534815,0.465185
-1076.39,0.999245,0.0462034,5,47,0,1078.32,3.51521,0.141845,3.93053,1.32278,0.790477,0.209523
-1073.18,0.965076,0.0462034,3,15,0,1079.44,3.33753,0.220846,3.72895,1.51306,0.737717,0.262283
-1074.22,0.95227,0.0462034,5,47,0,1074.96,3.7601,0.444977,3.54439,1.99795,0.550712,0.449288
-1073.15,0.994473,0.0462034,3,15,0,1075.94,3.67274,0.470554,3.82692,2.00699,0.592499,0.407501
-1072.59,0.986307,0.0462034,3,7,0,1074.67,3.63955,0.378422,3.3578,2.49496,0.627295,0.372705
-1071.87,0.965228,0.0462034,5,47,0,1073.66,3.36026,0.316882,3.5856,2.05229,0.718482,0.281518
-1072.98,0.850056,0.0462034,4,31,0,1073.64,3.59789,0.347696,3.89695,1.9253,0.69644,0.30356
-1072.92,0.999808,0.0462034,5,31,0,1073.66,3.86428,-0.301405,3.24059,2.17817,0.705199,0.294801
-1072.45,0.979779,0.0462034,4,31,0,1073.67,3.69771,0.0215229,3.34077,1.90582,0.672712,0.327288
# 
#  Elapsed Time: 2.321 seconds (Warm-up)
#                6.556 seconds (Sampling)
#                8.877 seconds (Total)
# 
